prices,times
3.709214654062225,2014-10-26 00:00:00 UTC
3.7805720405563052,2014-10-27 00:00:00 UTC
3.823178398619163,2014-10-28 00:00:00 UTC
3.698966326485382,2014-10-29 00:00:00 UTC
3.782790099525457,2014-10-30 00:00:00 UTC
3.7213274914914174,2014-10-31 00:00:00 UTC
3.5570098064376237,2014-11-01 00:00:00 UTC
3.5899360387419836,2014-11-02 00:00:00 UTC
3.574074282352377,2014-11-03 00:00:00 UTC
3.5869674941817333,2014-11-04 00:00:00 UTC
3.6303183747403103,2014-11-05 00:00:00 UTC
3.65875566203279,2014-11-06 00:00:00 UTC
3.5555753652613835,2014-11-07 00:00:00 UTC
3.5572931793776834,2014-11-08 00:00:00 UTC
3.652162481344123,2014-11-09 00:00:00 UTC
3.6708415568786936,2014-11-10 00:00:00 UTC
3.659652826532795,2014-11-11 00:00:00 UTC
3.9532808020287318,2014-11-12 00:00:00 UTC
4.014012807776388,2014-11-13 00:00:00 UTC
3.9702396685267995,2014-11-14 00:00:00 UTC
3.8658657254516853,2014-11-15 00:00:00 UTC
3.8867900942409963,2014-11-16 00:00:00 UTC
3.859643656460548,2014-11-17 00:00:00 UTC
3.7421671467019584,2014-11-18 00:00:00 UTC
3.7694178999719536,2014-11-19 00:00:00 UTC
3.597128695552645,2014-11-20 00:00:00 UTC
3.4789576721495963,2014-11-21 00:00:00 UTC
3.5186914829639537,2014-11-22 00:00:00 UTC
3.5967127304507436,2014-11-23 00:00:00 UTC
3.5994881777701737,2014-11-24 00:00:00 UTC
3.571509754741838,2014-11-25 00:00:00 UTC
3.541319600948602,2014-11-26 00:00:00 UTC
3.5492742253982232,2014-11-27 00:00:00 UTC
3.600510295974348,2014-11-28 00:00:00 UTC
3.56101950076238,2014-11-29 00:00:00 UTC
3.561222392486652,2014-11-30 00:00:00 UTC
3.5702942241976054,2014-12-01 00:00:00 UTC
3.61517524471501,2014-12-02 00:00:00 UTC
3.587157802606852,2014-12-03 00:00:00 UTC
3.5505580621386184,2014-12-04 00:00:00 UTC
3.5963356598999785,2014-12-05 00:00:00 UTC
3.5864337991781365,2014-12-06 00:00:00 UTC
3.702269017041775,2014-12-07 00:00:00 UTC
3.6426965596685332,2014-12-08 00:00:00 UTC
3.496599173321985,2014-12-09 00:00:00 UTC
3.482133500266444,2014-12-10 00:00:00 UTC
3.4359779627273417,2014-12-11 00:00:00 UTC
3.4644048070464666,2014-12-12 00:00:00 UTC
3.4613499157172414,2014-12-13 00:00:00 UTC
3.4775609696346734,2014-12-14 00:00:00 UTC
3.445930168270755,2014-12-15 00:00:00 UTC
3.0226449246017273,2014-12-16 00:00:00 UTC
2.944087576975667,2014-12-17 00:00:00 UTC
2.7996763849459283,2014-12-18 00:00:00 UTC
2.8635593075116716,2014-12-19 00:00:00 UTC
2.933453298252481,2014-12-20 00:00:00 UTC
2.8402250649454452,2014-12-21 00:00:00 UTC
2.8721728006001226,2014-12-22 00:00:00 UTC
2.8646343759536808,2014-12-23 00:00:00 UTC
2.722895699264893,2014-12-24 00:00:00 UTC
2.698301109043014,2014-12-25 00:00:00 UTC
2.783405627058252,2014-12-26 00:00:00 UTC
2.7234688850321813,2014-12-27 00:00:00 UTC
2.7310733339284994,2014-12-28 00:00:00 UTC
2.697840142947058,2014-12-29 00:00:00 UTC
2.7115678412132804,2014-12-30 00:00:00 UTC
2.7342569671979207,2014-12-31 00:00:00 UTC
2.7136209333547368,2015-01-01 00:00:00 UTC
2.679195829232879,2015-01-02 00:00:00 UTC
2.164152589428383,2015-01-03 00:00:00 UTC
1.939972242553378,2015-01-04 00:00:00 UTC
2.08458995468802,2015-01-05 00:00:00 UTC
2.13292384383583,2015-01-06 00:00:00 UTC
2.156631851417524,2015-01-07 00:00:00 UTC
2.037065526112845,2015-01-08 00:00:00 UTC
2.01051589584698,2015-01-09 00:00:00 UTC
1.652924335888793,2015-01-10 00:00:00 UTC
1.764078255842067,2015-01-11 00:00:00 UTC
